YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA
2018,9,18,5.93,7.21,0.63,292.23,108.51,130.55,2.25,0.44,15.19
2018,9,19,5.93,7.11,0.63,295.41,109.19,129.78,2.29,0.45,15.3
2018,9,20,3.44,6.86,0.38,305.09,66.2,125.55,1.48,0.29,9.67
2018,9,21,3.79,6.96,0.41,318.91,72.88,129.81,1.7,0.34,10.8
2018,9,22,4.77,6.92,0.52,308.1,89.75,127.8,1.91,0.38,12.77
2018,9,23,3.33,6.76,0.37,323.17,62.29,124.41,1.38,0.27,9.12
2018,9,24,3.31,6.69,0.37,326.55,63.34,122.95,1.45,0.28,9.32
2018,9,25,3.27,6.78,0.36,312.72,62.07,124.21,1.42,0.28,9.12
2018,9,26,3.93,6.54,0.44,308.26,73.51,118.59,1.59,0.31,10.46
2018,9,27,3.44,6.45,0.38,312.41,64.23,116.12,1.41,0.27,9.2
2018,9,28,4.67,6.36,0.52,305.35,84.84,113.86,1.69,0.33,11.7
2018,9,29,4.22,6.4,0.48,318.84,78.23,116.14,1.65,0.32,11.03
2018,9,30,3.93,5.94,0.45,326.08,72.3,106.95,1.42,0.28,9.97
2018,10,1,3.8,6.3,0.43,322.2,70.14,112,1.49,0.29,10.02
2018,10,2,4.15,6.12,0.48,307.32,74.26,107.3,1.5,0.29,10.27
2018,10,3,3.58,5.65,0.41,318.36,64.66,98.01,1.24,0.24,8.84
2018,10,4,2.64,5.65,0.3,316.62,48.59,98.12,0.99,0.2,6.77
2018,10,5,4.67,5.99,0.55,300.83,83.77,105.55,1.65,0.32,11.45
2018,10,6,4.1,5.7,0.48,296.93,72.46,98.42,1.39,0.27,9.8
2018,10,7,4.41,5.74,0.52,288.05,77.56,98.78,1.51,0.29,10.45
2018,10,8,4.12,5.65,0.49,287.26,72.23,97.06,1.37,0.27,9.71
2018,10,9,4.02,5.55,0.48,290.48,71.3,96.41,1.37,0.27,9.64
2018,10,10,4.08,6.05,0.49,291.33,74.11,108.12,1.52,0.29,10.45
2018,10,11,4.93,5.97,0.59,265.02,88.52,105.85,1.81,0.34,12.25
2018,10,12,2.53,6.13,0.3,296.14,47.24,109.97,1.08,0.2,6.98
2018,10,13,4.36,6.39,0.53,296,78.89,114.09,1.63,0.31,11.19
2018,10,14,5.11,6.27,0.63,281.94,90.34,109.9,1.83,0.35,12.57
2018,10,15,3.99,5.57,0.49,292.84,69.21,94.98,1.36,0.26,9.38
2018,10,16,3.77,5.24,0.47,298.59,66.42,89.69,1.23,0.23,8.85
2018,10,17,3.98,5.2,0.5,295.97,69.17,88.77,1.26,0.24,9.23
2018,10,18,3.36,5.15,0.42,294.53,58.34,86.55,1.05,0.2,7.84
2018,10,19,3.82,5.47,0.48,287.12,66.75,93.45,1.19,0.23,9.09
2018,10,20,3.56,5.25,0.45,280.8,61.22,88.64,1.05,0.2,8.19
2018,10,21,3.81,4.94,0.49,281.21,64.9,82.77,1.08,0.21,8.45
2018,10,22,3.91,5.41,0.51,273.78,68.37,92.72,1.2,0.23,9.26
2018,10,23,3.71,5.35,0.48,273.91,64.27,90.73,1.2,0.23,8.73
2018,10,24,4.42,5.44,0.58,261.05,76.19,91.95,1.41,0.27,10.23
2018,10,25,4.58,5.72,0.6,261.41,80.34,99.17,1.47,0.28,10.97
2018,10,26,5.31,5.74,0.7,245.98,92.96,100.63,1.7,0.33,12.66
2018,10,27,5.3,5.77,0.71,240.15,91.41,99.44,1.62,0.31,12.38
2018,10,28,5.56,5.74,0.75,234.7,95.95,99.41,1.63,0.32,12.95
2018,10,29,4.98,5.74,0.67,257.12,88.66,101.95,1.51,0.3,12.12
2018,10,30,5.31,5.76,0.73,253.77,95.66,104.17,1.64,0.32,13.09
2018,10,31,5.29,5.73,0.73,252.34,95.24,103.66,1.7,0.33,13.08
2018,11,1,4.71,5.58,0.65,269.83,85.66,101.52,1.55,0.3,11.78
2018,11,2,3.13,5.35,0.44,294.41,57.72,96.29,1.16,0.22,8.2
2018,11,3,2.88,5.24,0.41,292.76,51.68,92.82,0.97,0.19,7.25
2018,11,4,3.53,5.03,0.5,277.18,62.17,87.62,1.06,0.2,8.39
2018,11,5,3.36,5.16,0.48,271.66,58.59,88.84,1,0.2,7.95
2018,11,6,3.92,5.36,0.56,259.84,68.67,93.02,1.16,0.23,9.44
2018,11,7,4.37,5.04,0.62,235.77,74.26,85.28,1.08,0.21,9.67
2018,11,8,4.92,5.1,0.71,235.63,85.15,88.76,1.3,0.26,11.24
2018,11,9,4.92,5.21,0.72,251.83,86.75,92.2,1.34,0.27,11.62
2018,11,10,2.97,4.92,0.44,288.95,53.5,86.45,0.95,0.18,7.53
2018,11,11,3.48,4.98,0.52,276.38,62.36,87.92,1.05,0.2,8.56
2018,11,12,3.52,4.86,0.52,277.7,61.97,85.06,1.06,0.2,8.46
2018,11,13,3.19,4.35,0.48,287.83,54.69,74.42,0.94,0.18,7.27
2018,11,14,3.36,4.31,0.51,280.91,56.88,72.73,0.98,0.19,7.48
2018,11,15,3,4.31,0.45,279.18,51.56,72.52,0.88,0.16,6.8
2018,11,16,3.42,4.72,0.52,265.66,59.84,81.92,0.99,0.2,8.07
2018,11,17,3.51,4.81,0.53,268.83,62.33,84.78,1.04,0.2,8.37
2018,11,18,3.02,4.25,0.46,265.84,51.55,71.73,0.87,0.16,6.87
2018,11,19,3.04,4.12,0.47,269.38,52.11,69.93,0.85,0.16,6.8
2018,11,20,3.38,3.98,0.52,258.75,55.42,65.09,0.91,0.17,7.03
2018,11,21,4.17,4.26,0.65,234.78,68.77,70.95,1.02,0.2,8.69
2018,11,22,4.49,4.56,0.7,233.87,75.87,77.78,1.27,0.25,9.89
2018,11,23,4.53,4.68,0.71,243.2,78.7,81.99,1.33,0.26,10.38
2018,11,24,4.61,4.85,0.73,237.5,79.25,83.99,1.27,0.25,10.44
2018,11,25,4.77,4.92,0.76,236.7,83.16,86.42,1.26,0.25,11.01
2018,11,26,4.63,4.83,0.74,234.96,81.45,85.66,1.21,0.24,10.8
2018,11,27,4.83,4.97,0.77,225.82,82.95,86.24,1.25,0.25,10.98
2018,11,28,4.47,4.74,0.72,241.23,78.38,83.82,1.16,0.23,10.41
2018,11,29,4.31,4.67,0.7,244.94,76.23,83.09,1.16,0.23,10.16
2018,11,30,4.22,4.67,0.69,249.18,72.8,80.92,1.08,0.21,9.59
2018,12,1,3.79,4.36,0.62,247.15,64.71,74.37,0.9,0.18,8.44
2018,12,2,3.13,4.3,0.52,258.5,54.57,74.38,0.84,0.16,7.32
2018,12,3,2.58,3.92,0.42,260.8,43.72,65.9,0.61,0.12,5.71
2018,12,4,3.34,4.1,0.55,248.2,56.62,69.47,0.77,0.16,7.39
2018,12,5,3.12,4.12,0.52,258.94,54.45,71.02,0.8,0.16,7.22
2018,12,6,3.7,4.38,0.62,241.46,63.24,74.73,0.78,0.16,8.28
2018,12,7,2.85,4.33,0.48,234.12,49.15,73.57,0.63,0.12,6.63
2018,12,8,4.26,4.54,0.71,222.76,72.76,77.84,0.91,0.18,9.53
2018,12,9,3.19,4.53,0.53,256.8,55.69,78.94,0.74,0.15,7.59
2018,12,10,3.85,4.66,0.65,236.67,66.36,80.63,0.88,0.18,8.88
2018,12,11,4.07,4.65,0.69,230.58,70.16,80.41,0.99,0.2,9.4
2018,12,12,4.22,4.66,0.71,222.14,72.69,80.71,1.07,0.21,9.68
2018,12,13,4.01,4.49,0.68,234.66,69.3,77.87,1.07,0.21,9.16
2018,12,14,3.68,4.44,0.62,230.48,62.2,74.58,0.94,0.19,8.28
2018,12,15,4.25,4.51,0.72,216.29,70.29,75.01,1.05,0.2,9.26
2018,12,16,4.5,4.69,0.77,227.3,76,79.77,1.17,0.23,10.05
2018,12,17,2.87,4.56,0.49,259.4,51.31,80.82,0.9,0.17,7.27
2018,12,18,0.92,4.29,0.16,274.81,18.07,76.09,0.35,0.07,2.74
2018,12,19,3.38,4.54,0.58,246.84,58.42,77.74,0.88,0.17,7.69
2018,12,20,3.69,4.25,0.62,239.88,61.91,71.46,0.88,0.17,8.11
2018,12,21,3.24,4.39,0.55,250.47,55.2,74.08,0.8,0.16,7.3
2018,12,22,2.95,4.36,0.5,251.38,50.62,74.17,0.72,0.14,6.71
2018,12,23,3.89,4.48,0.66,229.76,66.66,76.87,0.98,0.2,8.77
2018,12,24,4.02,4.6,0.69,239.99,69.56,79.8,1.05,0.21,9.27
2018,12,25,3.48,4.47,0.59,242.1,59.16,75.75,0.9,0.18,7.87
2018,12,26,3.32,4.21,0.56,240.66,55.45,69.79,0.82,0.16,7.23
2018,12,27,3.03,4.17,0.52,244.52,51.2,69.55,0.79,0.16,6.73
2018,12,28,2.13,3.34,0.36,242.67,34.96,51.19,0.5,0.09,4.36
2018,12,29,3.81,4.47,0.65,212.2,63.97,74.66,0.78,0.16,8.34
2018,12,30,3.9,4.51,0.66,221.48,66.67,76.95,0.92,0.19,8.77
2018,12,31,4.22,4.58,0.71,220.63,72.9,79.34,0.95,0.19,9.6
2019,1,1,4.07,4.65,0.69,225.41,70.62,80.59,1.1,0.22,9.39
2019,1,2,3.93,4.64,0.66,235.7,69.31,81.55,1.2,0.23,9.35
2019,1,3,2.76,4.41,0.46,248.55,48.56,76.13,0.9,0.17,6.78
2019,1,4,3.06,4.02,0.51,234.75,51.7,66.83,0.8,0.16,6.84
2019,1,5,4.1,4.42,0.68,231,71.45,77.35,1.05,0.2,9.52
2019,1,6,4.07,4.61,0.67,230.61,70.77,80.22,1.2,0.23,9.54
2019,1,7,2.95,4.55,0.48,248.73,51.93,78.42,0.92,0.18,7.23
2019,1,8,3.78,4.61,0.62,220.61,65.79,79.97,0.97,0.2,8.84
2019,1,9,2.62,3.94,0.43,258.84,45.24,65.6,0.63,0.12,6.09
2019,1,10,3.04,4.14,0.5,250.85,51.86,69.16,0.69,0.14,6.88
2019,1,11,3.05,3.95,0.49,253.36,51.42,65.2,0.75,0.15,6.8
2019,1,12,3.88,4.62,0.63,236.85,66.77,79.21,1,0.2,8.97
2019,1,13,3.97,4.79,0.64,231.65,69.15,83.3,1.03,0.2,9.4
2019,1,14,3.29,4.67,0.53,246.59,56.91,80.06,0.88,0.17,7.77
2019,1,15,4.14,4.65,0.66,215.98,69.06,77.69,0.85,0.17,9.07
2019,1,16,4.21,4.68,0.67,225.25,72.66,80.73,1.12,0.22,9.68
2019,1,17,3.7,4.6,0.59,236.37,64.69,80.02,0.98,0.2,8.74
2019,1,18,4.15,4.52,0.66,225.3,69.13,75.67,0.91,0.18,9.16
2019,1,19,3.46,4.26,0.54,243.8,57.91,70.57,0.83,0.16,7.63
2019,1,20,3.86,4.26,0.6,241.19,65.38,72.25,0.97,0.2,8.52
2019,1,21,4.05,4.47,0.62,242.12,67.28,74.34,1.01,0.2,8.91
2019,1,22,3.53,4.66,0.55,240.41,61.18,79.84,0.98,0.19,8.21
2019,1,23,1.28,4.58,0.2,271.44,24.52,79.42,0.4,0.08,3.48
2019,1,24,3.51,4.79,0.53,242.36,61.31,82.68,0.97,0.19,8.28
2019,1,25,1.2,4.68,0.18,267.42,23.05,80.7,0.45,0.09,3.31
2019,1,26,2.29,4.71,0.34,270.81,41,80.96,0.78,0.15,5.81
2019,1,27,3.24,4.73,0.48,258.83,56.88,80.94,1.12,0.21,7.91
2019,1,28,3.59,4.84,0.53,240.71,61.17,80.9,1.1,0.21,8.27
2019,1,29,3.27,4.57,0.48,232.43,54.62,74.6,0.78,0.16,7.31
2019,1,30,4.78,5.36,0.7,215.78,81.91,91.75,1.16,0.23,11.19
2019,1,31,4.05,5.06,0.59,244.67,71.8,89.04,1.02,0.2,9.76
2019,2,1,3.12,5.21,0.45,259.2,56.26,92.13,0.91,0.18,7.97
2019,2,2,4.16,5.47,0.6,235.6,72.45,94.21,1.06,0.21,9.92
2019,2,3,4.29,5.42,0.62,237.92,74.33,92.91,1.1,0.22,10.12
2019,2,4,4.9,5.47,0.7,234.82,84.04,93.7,1.34,0.27,11.34
2019,2,5,4.03,5.05,0.57,251.61,69.51,85.9,1.15,0.23,9.27
2019,2,6,3.96,5.23,0.55,250.23,68.48,89.35,1.19,0.23,9.31
2019,2,7,2.24,4.91,0.31,272.4,40.7,84.33,0.73,0.14,5.64
2019,2,8,1.55,5.56,0.21,253.84,29.59,98.45,0.63,0.12,4.44
2019,2,9,0.99,4.18,0.13,257.57,18.77,66.51,0.3,0.06,2.55
2019,2,10,4.85,5.77,0.66,217.38,82.82,98.05,1.24,0.25,11.41
2019,2,11,3.91,5.29,0.53,232.54,67.52,89.88,1.12,0.22,9.16
2019,2,12,4.52,5.38,0.61,236.17,78.38,92.09,1.36,0.27,10.62
2019,2,13,4.12,5.52,0.55,246.35,73.05,96.18,1.42,0.27,10
2019,2,14,3.93,5.42,0.52,254.87,69.99,94.3,1.34,0.25,9.66
2019,2,15,3.03,5.73,0.4,263.41,55.58,99.95,1.13,0.21,7.96
2019,2,16,2.17,5.31,0.28,265.04,40.56,90.66,0.79,0.15,5.77
2019,2,17,3.87,5.51,0.51,258.09,67.8,94.02,1.25,0.23,9.28
2019,2,18,2.46,5.42,0.32,274.66,45.09,93.35,0.97,0.18,6.41
2019,2,19,2.51,5.76,0.32,279.7,45.84,100.88,1,0.19,6.59
2019,2,20,4.22,6.14,0.54,255.02,75.34,108.32,1.56,0.3,10.57
2019,2,21,3.38,5.77,0.43,272.39,60.79,101.01,1.2,0.23,8.4
2019,2,22,4.74,6.11,0.59,266.7,84.62,107.13,1.87,0.35,11.89
2019,2,23,3.48,6.32,0.44,277.49,62.55,110.1,1.3,0.25,8.89
2019,2,24,4.75,6.28,0.59,259.14,84.98,111.02,1.6,0.3,11.91
2019,2,25,2.57,5.94,0.32,266.52,46.66,101.59,0.91,0.18,6.62
2019,2,26,3.57,6.4,0.44,253.65,64.19,111.37,1.3,0.25,9.08
2019,2,27,1.68,5.76,0.2,267.48,32.44,99.42,0.68,0.12,4.68
2019,2,28,1.85,6.01,0.23,255.2,34.84,103.46,0.66,0.12,4.98
2019,3,1,5.52,6.76,0.66,228.27,96.55,116.93,1.82,0.36,13.73
2019,3,2,5.45,6.48,0.65,240.33,95.7,112.69,1.9,0.37,13.41
2019,3,3,2.76,6.07,0.33,277.12,51.59,106.37,1.19,0.23,7.49
2019,3,4,3.01,6.25,0.35,278.22,54.44,107.43,1.1,0.21,7.78
2019,3,5,3.87,6.37,0.45,267.34,69.12,109.38,1.38,0.27,9.77
2019,3,6,3.69,6.58,0.43,272.7,65.16,113.18,1.36,0.27,9.3
2019,3,7,4.9,6.82,0.57,254.2,85.74,117.27,1.75,0.34,11.95
2019,3,8,3.66,6.52,0.42,267.75,64.78,111.23,1.33,0.26,9.11
2019,3,9,3.4,6.45,0.39,276.84,61.51,112.3,1.2,0.23,8.68
2019,3,10,4.69,6.91,0.53,272.8,83.66,119.66,1.69,0.33,11.89
2019,3,11,3.9,7.09,0.45,283.84,70.55,124.51,1.54,0.3,10.24
2019,3,12,5.76,7.15,0.65,256.5,100.63,123.59,2.07,0.4,14.15
2019,3,13,6.44,7.22,0.72,249.8,113.33,126.55,2.52,0.48,16
2019,3,14,5.14,7.08,0.57,272.1,93.52,127.16,2.05,0.4,13.39
2019,3,15,4.68,6.95,0.52,272.65,85.48,124.05,1.81,0.35,12.05
2019,3,16,5.7,7.19,0.62,254.2,100.66,124.47,2.09,0.41,14.09
2019,3,17,5.7,6.93,0.62,257.47,101.29,121.01,1.99,0.39,14.04
2019,3,18,3.09,6.5,0.34,276.27,57.89,113.67,1.15,0.23,8.1
2019,3,19,3.98,6.56,0.43,270.7,71.87,112.58,1.41,0.28,9.97
2019,3,20,3.24,6.92,0.35,286.94,60.26,120.46,1.22,0.24,8.62
2019,3,21,4.39,7.26,0.47,278.9,79.73,126.46,1.6,0.31,11.41
2019,3,22,4.49,6.91,0.48,278.69,81.01,119.74,1.66,0.32,11.33
2019,3,23,5.62,7.38,0.59,267.2,100.5,128.86,2.11,0.41,14.31
2019,3,24,5.2,7.32,0.55,275.11,93.45,128.72,2.05,0.4,13.22
2019,3,25,3.52,7.11,0.38,295.94,65.99,127.01,1.52,0.29,9.48
2019,3,26,2.25,7.01,0.23,282.88,44.57,122.41,0.93,0.19,6.35
2019,3,27,4.53,7.25,0.47,268.04,83.22,127.37,1.56,0.31,11.69
2019,3,28,7.02,7.64,0.73,254.69,124.26,134.43,2.4,0.47,17.56
2019,3,29,5.2,6.9,0.54,278.88,93.04,120.77,1.84,0.36,12.8
2019,3,30,2.96,5.42,0.3,306.62,53,88.51,0.88,0.17,6.38
2019,3,31,2.7,5.75,0.27,292.38,49.62,96.52,0.82,0.16,6.07
2019,4,1,3.6,7.08,0.37,287.89,68,123.96,1.44,0.28,9.63
2019,4,2,4.64,7.41,0.47,269.67,85.73,130.61,1.67,0.33,12.04
2019,4,3,4.21,6.85,0.43,279.41,75.86,117.37,1.34,0.27,10.29
2019,4,4,2.86,6.38,0.29,308.09,52.95,107.37,1.01,0.2,7.19
2019,4,5,3.89,6.15,0.39,291.48,68.33,102.21,1.14,0.23,8.64
2019,4,6,1.44,5.25,0.14,292.11,28.01,85.42,0.4,0.08,3.2
2019,4,7,3.27,6.87,0.33,295.51,61.8,120.34,1.23,0.24,8.51
2019,4,8,5.41,7.45,0.54,281.93,98.23,131.09,2.02,0.39,13.79
2019,4,9,4.13,7.29,0.41,288.93,77.16,128.52,1.59,0.31,10.77
2019,4,10,5.25,7.73,0.52,283.46,96.32,136.94,2.02,0.39,13.73
2019,4,11,6.34,7.52,0.62,274.98,113.45,132.01,2.41,0.47,15.81
2019,4,12,4.99,7.18,0.49,289.79,89.77,124.33,1.8,0.35,12.3
2019,4,13,4.66,6.74,0.45,297.95,84.55,116.28,1.76,0.34,11.2
2019,4,14,3.61,7.2,0.35,304.91,68.9,128.01,1.51,0.3,9.71
2019,4,15,4.22,7.35,0.41,302.71,78.7,130.9,1.7,0.34,10.98
2019,4,16,4.77,7.63,0.46,302.73,88.74,137,1.87,0.37,12.58
2019,4,17,4.49,7.67,0.43,292.64,83.85,136.84,1.84,0.36,12.01
2019,4,18,5.59,8.1,0.54,286.05,102.12,142.46,2.19,0.43,14.54
2019,4,19,5.66,8.06,0.54,280.43,102.28,139.98,2.3,0.45,14.54
2019,4,20,4.66,7.85,0.45,281.55,86.68,138.61,1.79,0.35,12.25
2019,4,21,3.34,7.22,0.32,303.14,62.88,125.39,1.34,0.27,8.77
2019,4,22,3.11,6.53,0.3,302.87,59.21,111.45,1.2,0.23,7.76
2019,4,23,4.3,6.75,0.41,292.98,77.52,116.1,1.55,0.3,10.2
2019,4,24,5.59,7.42,0.52,280.63,101.43,130.58,2.11,0.41,13.89
2019,4,25,5.98,7.35,0.56,291.12,108.12,129.68,2.39,0.45,14.66
2019,4,26,4.99,7.06,0.47,303.34,91.09,124.45,1.98,0.38,12.28
2019,4,27,3.31,6.76,0.31,324.85,60.73,113.9,1.25,0.24,7.81
2019,4,28,4.46,7.92,0.41,325.54,83.1,141.95,1.97,0.38,11.66
2019,4,29,6.12,8.23,0.57,307.66,112.93,147.8,2.65,0.51,16.02
2019,4,30,4.16,8.22,0.39,316.16,79.12,147.87,1.87,0.36,11.36
2019,5,1,5.53,8.01,0.52,307.47,101.17,141.83,2.25,0.44,14.06
2019,5,2,5.63,7.66,0.52,304.68,101.64,133.31,2.3,0.44,13.98
2019,5,3,2.72,8.01,0.25,308.91,53.87,146.1,1.41,0.27,7.88
2019,5,4,3.12,8.4,0.29,314.59,62.79,157.09,1.73,0.34,9.55
2019,5,5,4.66,8.54,0.43,312.81,88.02,153.53,2.32,0.44,12.88
2019,5,6,6.16,8.49,0.56,297,112.56,150.61,2.77,0.52,15.95
2019,5,7,5.64,8.4,0.52,299.63,104.04,149.09,2.56,0.48,14.78
2019,5,8,4.94,8.24,0.45,314.64,92.66,146.13,2.33,0.44,13.16
2019,5,9,4.99,8.05,0.45,309.16,92.22,141.95,2.24,0.42,12.84
2019,5,10,5.46,8.12,0.5,307.79,101.12,144.08,2.41,0.46,14.05
2019,5,11,5.14,8.17,0.47,309.34,95.7,145.8,2.16,0.41,13.35
2019,5,12,4.83,7.93,0.44,306.63,90.02,139.84,1.95,0.38,12.41
2019,5,13,5.09,8.12,0.46,300.24,94.86,143.84,2.03,0.4,13.27
2019,5,14,3.93,7.46,0.36,308.71,73.98,129.7,1.51,0.3,10
2019,5,15,3.4,7.27,0.3,318.43,63.57,124.85,1.3,0.26,8.51
2019,5,16,2.73,6.9,0.25,320.38,51.95,118.26,1.04,0.2,6.88
2019,5,17,4.82,8.27,0.44,316.9,91.14,149.66,2.03,0.4,12.86
2019,5,18,5.39,8.55,0.48,307.72,100.18,153.02,2.34,0.45,14.27
2019,5,19,5.68,8.38,0.51,305.09,104.93,148.59,2.49,0.48,14.81
2019,5,20,5.62,7.68,0.51,306.35,103.12,135.02,2.23,0.43,14.02
2019,5,21,4.52,7.87,0.41,310.34,85.29,140.43,1.86,0.36,11.73
2019,5,22,3.66,7.23,0.33,316.61,68.38,126.43,1.39,0.27,9.01
2019,5,23,3.07,7.61,0.27,317.23,58.91,134.67,1.31,0.26,8.31
2019,5,24,5.11,7.67,0.45,319.68,94.59,136.16,2.16,0.41,13.08
2019,5,25,3.51,7.69,0.31,331.62,67.37,137.05,1.59,0.3,9.55
2019,5,26,5.09,8.78,0.45,323.81,96.05,159.24,2.31,0.45,14.16
2019,5,27,4.15,7.69,0.37,327.66,77.15,135.12,1.67,0.33,10.55
2019,5,28,3.97,7.29,0.35,321.24,73.5,125.91,1.52,0.3,9.79
2019,5,29,4.75,7.75,0.42,321.08,88.57,135.64,2.04,0.39,12.26
2019,5,30,2.85,7.47,0.25,322.91,55.18,132.56,1.23,0.23,7.7
2019,5,31,3.99,7.55,0.35,318.49,74.66,132.98,1.57,0.3,10.04
2019,6,1,5.34,7.59,0.48,299.55,98.27,134.1,2.02,0.39,13.27
2019,6,2,4.27,7.53,0.38,311.09,79.02,131.2,1.64,0.32,10.64
2019,6,3,4.11,8.14,0.37,318.76,78.48,145.88,1.75,0.34,11.28
2019,6,4,6.18,8.57,0.55,310.86,116.95,157.47,2.62,0.51,16.79
2019,6,5,4.89,8.37,0.43,335.08,94.57,153.68,2.19,0.43,13.8
2019,6,6,4.1,8.42,0.37,323.88,79.43,154.95,1.84,0.36,11.66
2019,6,7,4.39,8.22,0.39,319.06,84.27,149.23,1.93,0.38,12.1
2019,6,8,5.04,8.37,0.45,316.85,94.64,150.98,2.21,0.42,13.62
2019,6,9,4.35,8.34,0.38,322.92,83.23,150.44,1.95,0.38,12.02
2019,6,10,4.71,8.2,0.41,313.11,89.16,148.01,1.97,0.38,12.79
2019,6,11,4.44,7.65,0.39,322.52,83.85,136.53,1.81,0.35,11.61
2019,6,12,4.93,7.98,0.44,326.48,93.81,144.79,2.12,0.41,13.33
2019,6,13,4.46,7.66,0.4,325.24,83.85,137.95,1.8,0.35,11.6
2019,6,14,5.5,8.03,0.48,334.45,103.55,146.27,2.26,0.44,14.45
2019,6,15,4.24,7.11,0.38,327.88,82.29,127.73,1.68,0.33,11.09
2019,6,16,3.87,7.27,0.34,329.15,71.35,125.43,1.48,0.28,9.51
2019,6,17,2.7,7.46,0.24,329.74,52.8,133.2,1.25,0.24,7.52
2019,6,18,4.5,7.51,0.4,318.25,84.55,133.25,1.81,0.35,11.55
2019,6,19,4.79,7.78,0.42,327.68,90.84,140.09,1.99,0.39,12.67
2019,6,20,3.33,8.09,0.3,324.95,65.4,148.26,1.45,0.28,9.4
2019,6,21,5.97,7.94,0.53,314.77,111.22,143.68,2.47,0.48,15.46
2019,6,22,4.14,8.25,0.37,333.05,80.74,151.82,1.95,0.38,11.8
2019,6,23,5.22,8.4,0.46,325.91,100.19,154.52,2.4,0.46,14.45
2019,6,24,5.37,8.68,0.48,329.27,102.82,160.31,2.55,0.48,15.05
2019,6,25,4.61,8.3,0.41,334.49,93.16,154.95,2.31,0.45,13.75
2019,6,26,3.55,7.79,0.31,325.28,71.34,143.06,1.63,0.32,10.31
2019,6,27,3.5,7.71,0.31,335.79,71.08,140.94,1.67,0.33,10.34
2019,6,28,4.3,7.28,0.38,327.95,83.48,132.13,1.92,0.37,11.54
2019,6,29,4.73,7.34,0.42,333.55,88.8,132.38,1.95,0.38,12.01
2019,6,30,5.24,7.61,0.46,332.3,98.08,136.86,2.12,0.41,13.44
2019,7,1,4.99,8.14,0.45,319.91,95.84,150.27,2.19,0.42,13.71
2019,7,2,4.73,8.46,0.42,329.73,91.68,157.31,2.23,0.43,13.51
2019,7,3,5.51,8.51,0.49,311.28,105.56,158.38,2.47,0.48,15.23
2019,7,4,5.36,8.53,0.48,319.4,103.16,158.93,2.51,0.48,14.98
2019,7,5,4.25,8.3,0.38,327.84,83.09,154.66,1.96,0.38,12.09
2019,7,6,4.87,8.27,0.43,321.91,93.87,153.41,2.21,0.43,13.51
2019,7,7,3.78,8.44,0.34,330.28,74.99,158.73,1.83,0.36,11.2
2019,7,8,2.99,8.44,0.27,325.64,60.22,158.84,1.55,0.3,9.14
2019,7,9,3.07,8.4,0.27,326.34,62.34,158.16,1.64,0.32,9.51
2019,7,10,2.97,8.25,0.27,324.99,60.73,154.1,1.51,0.3,9.22
2019,7,11,2.92,7.76,0.26,326.95,58.34,143.6,1.3,0.26,8.45
2019,7,12,3.14,7.89,0.28,325.84,62.41,146.06,1.49,0.29,9.05
2019,7,13,2.96,7.67,0.27,325.54,59.35,140.63,1.41,0.27,8.41
2019,7,14,2.97,7.63,0.27,325.6,59.55,140.22,1.4,0.27,8.47
2019,7,15,2.77,7.07,0.25,322.29,54.23,127.59,1.17,0.23,7.24
2019,7,16,3.88,7.85,0.35,323.92,75.58,143.19,1.77,0.34,10.79
2019,7,17,5.14,7.93,0.46,324.74,97.41,145.03,2.23,0.43,13.84
2019,7,18,5.26,7.97,0.47,316.63,98.41,145.09,2.24,0.43,13.85
2019,7,19,3.93,7.52,0.35,325.55,75.26,136.38,1.72,0.34,10.39
2019,7,20,3.42,7.58,0.3,330.78,66.7,138.03,1.57,0.3,9.34
2019,7,21,3.15,7.81,0.28,331.83,62.13,143.77,1.47,0.29,8.95
2019,7,22,3.76,7.79,0.34,332.93,73.67,142.73,1.77,0.34,10.58
2019,7,23,3.09,7.59,0.28,331.39,60.93,139.45,1.47,0.28,8.77
2019,7,24,2.92,7.89,0.27,329.71,58.64,146.29,1.42,0.27,8.66
2019,7,25,2.99,8.06,0.27,335.47,61.05,150.55,1.51,0.3,9.27
2019,7,26,3.45,7.91,0.31,341.76,68.86,146.64,1.66,0.33,10.16
2019,7,27,4.63,8.14,0.42,327.12,89.87,151.88,2.13,0.41,13.16
2019,7,28,4.79,8.19,0.44,325.56,92.72,153.12,2.24,0.44,13.57
2019,7,29,5.01,8.28,0.46,314.44,96.88,153.96,2.38,0.46,14.16
2019,7,30,4.52,8.21,0.41,314.91,87.99,152.68,2.17,0.42,12.96
2019,7,31,4.12,8.08,0.38,321.67,80.7,151.24,1.93,0.38,11.88
2019,8,1,4.06,7.98,0.38,327.23,79.47,148.34,1.96,0.38,11.79
2019,8,2,3.15,8.01,0.29,331.35,63.59,149.55,1.58,0.3,9.52
2019,8,3,4.13,8.12,0.38,323.65,80.22,151.08,2.01,0.39,11.86
2019,8,4,3.98,7.98,0.37,323.26,77.55,148.25,1.86,0.36,11.47
2019,8,5,4.1,8.01,0.38,325.93,79.73,149.6,2.05,0.4,11.85
